street,city,country,longitude,latitude
الزلقة مقابل مستشفى الهارون,زلقة,LB,35.57,33.9
Jl. Grand Galaxy Blvd No.1 Kel Jaka Seti,Bekasi,ID,106.97,-6.27
Florida 725,Buenos Aires,AR,-58.38,-34.6
朝阳区,北京市,CN,116.47,39.96
"488-7, 488-8, Sajeong-dong",Gyeongju-si,KR,129.2,35.84
上海市浦东新区,上海市,CN,121.5,31.24
"M62 Motorway, Great Sankey",Cheshire,GB,-2.64,53.42
"Serebryanicheskaya naberejnaya, 29",Moscow,RU,37.65,55.75
"Cineworld Cinemas, Central Retail Park",Falkirk,GB,-3.78,56
5850 College St,Halifax,CA,-63.58,44.64
"96-7, Songpa-dong, Songpa-gu ,Seoul",Seoul,KR,127.11,37.5
"Governor's Drive, Brgy. Sampalok",Dasmarinas,PH,120.96,14.3
1238-3 Sawaraho,Katori,JP,140.49,35.9
"G/F, Lot-E0014 Aeon Mall, Phnom Penh",Phnom Penh,KH,104.93,11.55
472-2 Asahimachi,Matsue,JP,133.06,35.46
"142-2, Gosa-dong, Wansan-gu",Jeonju,KR,127.14,35.82
intersection Yanan Road and Qingchun Roa,Hangzhou,CN,120.16,30.26
Juana Manso 1107,Buenos Aires,AR,-58.36,-34.61
6-12-20 Haramachida,Machida,JP,139.45,35.54
浙江省杭州市,杭州市,CN,120.21,30.29
Princesa 5,Madrid,ES,-3.71,40.43
169-1 Jeongja-Dong Bundang-Gu,Seongnam,KR,127.11,37.36
"No.48, Zhouzi St.",Taipei City,TW,121.57,25.08
Jl. Jend Sudirman Kav 29,Jakarta,ID,106.82,-6.21
柯桥,绍兴市,CN,120.49,30.08
#45 1240 2A Avenue,North Lethbridge,CA,-112.83,49.7
JL Kartika Plaza,Bali,ID,115.17,-8.73
普陀区,上海市,CN,121.42,31.26
KUERFUERSTENDAMM 26A,BERLIN,DE,13.33,52.5
EDSA corner McKinley Road,Makati,PH,121.04,14.55
"Unit 6, Woolgate Shopping Centre,",Wigan,GB,-1.49,51.78
6-1 Marugamemachi,Takamatsu,JP,134.05,34.34
873 85th Street SW,Calgary,CA,-114.21,51.06
闵行区,上海市,CN,121.52,31.09
134 Primrose Dri,Saskatoon,CA,-106.64,52.17
Unit E3,Whiteley,GB,-1.25,50.89
建邺区白龙江西街62号122室,南京市,CN,118.71,32
"125-6, Garak 2-dong, Songpa-gu,",Seoul,KR,127.13,37.49
Bleicherweg 30,Zurich,CH,8.54,47.37
1 Joei-tochikukakuseiri,Showa-cho,JP,138.53,35.62
上海市浦东新区,上海市,CN,121.7,31.2
"483-2, Jwancheon-ri, Jangan-eup",Busan,KR,129.24,35.33
"Travessa Casalbuono, 120",Sao Paulo,BR,-46.62,-23.52
Dunfermline-Kingsgate Shop Ctr Unit G14,Dunfermline,GB,-3.46,56.07
Plaza Fontabella,Guatemala City,GT,-90.51,14.6
南京市高淳区,南京市,CN,118.88,31.32
"No. 10-3, Lane 609, Sec. 5, Chongsin",New Taipei City,TW,121.49,25.06
1442 Fanshawe Park Road,London,CA,-81.34,43.01
"505,507,509,511,511/1, 511/2",Bangkok,TH,100.63,13.83
100 Elgin St,Ottawa,CA,-75.69,45.42
6476 176th Street,Cloverdale,CA,-122.73,49.12
26 Ave de l'Opera,Paris,FR,2.33,48.87
Act. Roberto Medellin 800 col Santa Fe,Mexico City,MX,-99.26,19.37
Shop No. G78 on Ground Floor,Kowloon,CN,114.16,22.32
317 7th Ave SW,Calgary,CA,-114.07,51.05
Hagenauerplatz 1,Salzburg,AT,13.04,47.8
17-5 Sarugakucho,Shibuya-ku,JP,139.7,35.65
65 Rue Esquermoise,Lille,FR,03.06,50.64
南山区,深圳市,CN,113.97,22.59
"No. 65, Dongsing Rd., Sinyi District",Taipei City,TW,121.53,25.11
Yenisehir Mah. Dedepasa Cad. Via/Port,Istanbul,TR,29.32,40.94
"Lot No. G-OSE 3/5/6, GF, IOI Mall Kulai",Kulai Johor,MY,103.6,1.68
"6-36 Kitano 6jo 5chome, Kiyota-ku",Wakaayma,JP,135.21,34.22
Lakeside Shopping Centre,Thurrock,GB,0.28,51.49
1-6-16 Omorikita,Ota-ku,JP,139.73,35.59
1-7-1 Nagisa,Matsumoto,JP,137.96,36.23
9065 boul de l'Ormiere,Quebec,CA,-71.35,46.83
Unit 28,Spalding,GB,0.13,52.8
宝安区,深圳市,CN,113.81,22.63
8 College Avenue West,Singapore,SG,103.77,1.31
总府路18号2层1-3号,成都市,CN,104.08,30.66
"B2, No.11, Songgao Rd.",Taipei City,TW,121.57,25.04
和平区,天津市,CN,117.2,39.12
6483 120th St,Delta,CA,-122.89,49.12
天河区,广州市,CN,113.32,23.12
شارع عبدالله السالم,مدينة الكويت,KW,47.9,29.24
"714-5, Hogye-dong",Anyang-si,KR,126.96,37.37
南山区,深圳市,CN,113.97,22.53
"طرق منطقة سلوى, تقاطع رامادا, مركز العمادي",الدوحة,QA,51.51,25.27
Calle Morelli 279,Lima,PE,-76.99,-12.08
3-4-12 Tachibanadori-higashi,Miyazaki,JP,131.42,31.92
1-1-8 Higashishinbashi,Minato-ku,JP,139.76,35.67
10-1 Motofunamachi,Nagasaki,JP,129.87,32.75
南山区,深圳市,CN,113.94,22.5
Jalan By Pass Braban Nyanyi Tabanan,Bali,ID,115.11,-8.61
"1395 Hillside Drive, Unit 4",Kamloops,CA,-120.38,50.65
"665-2, 665-5, Jungdae-dong, Dong-gu",Daegu,KR,128.64,35.99
HAUPTMARKT 1,NUERNBERG,DE,11.08,49.45
99 St Martins Lane,London,GB,-0.13,51.51
南岸区,重庆市,CN,106.58,29.58
129 Bank Street,Ottawa,CA,-75.7,45.42
"Gran Via Escultor Francisco Salcillo, 42",Murcia,ES,-1.13,37.99
"International Airport, Gate 19",Santiago,CL,-70.79,-33.4
"6th Ring Road, Block 3",Hawalli,KW,48.03,29.27
Melian Avenida 4602,Buenos Aires,AR,-58.49,-34.55
2-450 Minamiodaka Midori-ku,Nagoya,JP,136.95,35.05
2-6-1 Tokumaru,Itabashi-ku,JP,139.66,35.77
1479-1,부산,KR,129.18,35.17
10387 112th Street,Edmonton,CA,-113.51,53.55
58 Baker Street,London,GB,-0.16,51.52
Broadway Shopping Centre,Bexleyheath,GB,0.15,51.46
龙华区,深圳市,CN,114.06,22.63
"No. 2, Susuran Stesen 18, Station 18",Ipoh,MY,101.09,4.6
1-4-1 Chuo,Ebina,JP,139.39,35.45
200 2nd Ave W,Prince Rupert,CA,-130.32,54.31
Miguel Angel de Quevedo 121,Mexico City,MX,-99.18,19.35
"North Road, Framwellgate Bridge",Durham,GB,-1.58,54.78
상도동 582 1층,경북,KR,129.35,36.01
青山区,武汉市,CN,114.36,30.62
"65-11, Unam 3(sam)-dong, Buk-gu",Gwang ju,KR,126.88,35.18
3015 Gordon Rd,Regina,CA,-104.62,50.4
32900 South Fraser Way,Abbotsford,CA,-122.31,49.05
Jumeirah Beach Residence,Dubai,AE,55.13,25.07
"133, Samitivej Hospital",Wattana,TH,100.58,13.73
Izmir Asfalti Uzeri 5. Km Kayalar mah.,Denizli,TR,29.05,37.83
"250-3, Yongmun-dong, Seo-gu",Daejeon,KR,127.4,36.34
MBU to provide,San Jose,CR,-84.08,9.93
418-17,서울,KR,127.03,37.64
"32, POWIS STREET",Woolwich,GB,0.07,51.49
2700 Laurier Boulevard,Quebec,CA,-71.28,46.77
Bowlers Farm Lane,Burpham,GB,-0.54,51.26
经济技术开发区,天津市,CN,117.7,39.02
5 Upper ST Martins Lane,London,GB,-0.13,51.51
20 Innovation Drive,Vaughan,CA,-79.63,43.79
"Fleet Services, M3 Motorway",Hampshire,GB,-0.86,51.3
Simonside Service Station,South Shields,GB,-1.45,54.98
52 Shandwick Place,Edinburgh,GB,-3.21,55.95
Whitehill Way,Swindon,GB,-1.83,51.56
"Jalan Bandar Udara Hasanuddin, Mandai",Makassar,ID,119.42,-5.14
48-2,서울,KR,127,37.57
6-2-1 Hashimoto Midori-ku,Sagamihara,JP,139.34,35.6
ul.Półwiejska 42,Poznań,PL,16.93,52.4
Kinali Sakarya Otoban Tepe Tarla Mevkii,Kocaeli,TR,30.05,40.69
52 Broadgate,Coventry,GB,-1.51,52.41
"Durham Road, Ferryhill",Thinford,GB,-1.57,54.7
2-4-12 Kyobashi,Chuo-ku,JP,139.77,35.68
"Kanchanapisek Road, Bangkae",Bangkok,TH,100.41,13.69
2-37-1 Shitoro Nishi-ku,Hamamatsu,JP,137.65,34.7
"Khoroshevskoe hwy, 38a",Moscow,RU,37.53,55.79
GF UST Multi Deck Parking,Manila,PH,120.99,14.61
闸北区,上海市,CN,121.48,31.25
Yeşilpınar Mah. Girne Cad. Vialand,Istanbul,TR,28.92,41.07
501-9,서울,KR,126.95,37.5
Queen Alia International Aiport,Amman,JO,35.6,31.43
Dona Soledad Avenue,Paranaque,PH,121.04,14.48
700 Morookacho Kohoku-ku,Yokohama,JP,139.65,35.53
Kemerdere Mevkii Baraj Yolu Cad. Eltes,Istanbul,TR,29.18,41.01
"555-15 Birae-dong, Daedeok-gu",Daejeon,KR,127.44,36.35
Mutarid Avenue,Al Riffa,BH,50.58,26.22
Plaza La Campana 2,Sevilla,ES,-6,37.39
南海区,佛山市,CN,113.14,23.03
361 Champlain,Dieppe,CA,-64.74,46.1
39-1 Kuroganecyo Aoi-ku,Shizuoka,JP,138.39,34.97
宝安区,深圳市,CN,113.89,22.58
Feritpasa Mah. Kule Cad.,Konya,TR,32.49,37.89
市南区,青岛市,CN,120.39,36.06
"Sheremetyevskaya str, 20",Moscow,RU,37.62,55.8
"57-9, Seosomun-Dong, Jung-gu",Seoul,KR,126.97,37.56
1545 Bayview Avenue,Toronto,CA,-79.37,43.71
"No. 70, Dazhi St., Zhongshan Dist.",Taipei City,TW,121.55,25.08
4 Korai St,Athens,GR,23.73,37.98
900 McGill rd,Kamloops,CA,-120.36,50.67
1150 North Terminal Avenue,Nanaimo,CA,-123.95,49.18
"No. 22, Jalan 25/70A, Desa Sri Hartamas",Kuala Lumpur,MY,101.65,3.16
Lacson Street,Talisay,PH,122.96,10.72
شارع الخليج,مدينة الكويت,KW,48.07,29.34
655 Dixon Rd,Toronto,CA,-79.58,43.69
Don Mariano Marcos Ave,Quezon City,PH,121.09,14.68
延吉市,延吉市,CN,129.51,42.91
朝阳区,北京市,CN,116.45,39.91
青浦区,上海市,CN,121.09,31.14
"Chamchuri Square, No. 317",Pathumwan,TH,100.53,13.73
طريق 59,مدينة الكويت,KW,48.07,29.28
安吉县云鸿东路1号,湖州市,CN,119.69,30.62
Alfonso Reyes 218 Colonia Hipodromo,Mexico City,MX,-99.17,19.41
Reitschulgasse 4,Wien,AT,16.37,48.21
"No 551, Sec 2 Wenhua 2nd Rd, Linkou Dist",New Taipei City,TW,121.37,25.07
1-11-1 Hatsudai,Shibuya-ku,JP,139.69,35.68
790 Chino Roces Ave. cnr. Antonio Amaiz,Makati City,PH,121.01,14.55
"1, rue Jean Jaures",Cannes,FR,07.02,43.55
"No. 3 Jalan PJS 11/15, Bandar Sunway",Petaling Jaya,MY,101.61,03.07
62-4,서울,KR,127.12,37.54
6-2-14 Minamizaocho,Fukuyama,JP,133.4,34.5
"G39, G40-G41 on G/F, Empire Centre",Hong Kong,CN,114.18,22.3
345 Alabang-Zapote Road,Las Pinas,PH,121,14.44
Srinakarin Road,Bangkok,TH,100.63,13.64
JL Raya Warung Buncit No 98,Jakarta,ID,106.83,-6.27
江宁区,南京市,CN,118.82,31.93
西湖区,杭州市,CN,120.08,30.33
215 리빙관 101호,서울,KR,127.04,37.46
江汉区,武汉市,CN,114.29,30.58
4-1-2 Ginza,Chuo-ku,JP,139.76,35.67
朝阳区,北京市,CN,116.55,39.95
1349 Lasalle Blvd.,Sudbury,CA,-80.95,46.52
2-3-1 Shimotori Chuo-ku,Kumamoto,JP,130.71,32.8
1-41 2cho Shukuinchonishi,Sakai,JP,135.47,34.58
5554 Kaye Street,Halifax,CA,-63.6,44.66
Calz de Tlalpan 1037 Col Americas Unidas,Mexico D.F,MX,-99.14,19.38
宿城区,宿迁市,CN,118.29,33.95
Şanlıurfa Yolu 5. Km. Yeni Hal Kavşağı,Diyarbakir,TR,40.21,37.94
"Unit 1, First Floor, Kerry Centre",Quarry Bay,CN,114.21,22.29
6-2-18 Misato 3jo  Toyohira-ku,Sapporo,JP,141.39,43.04
同安区,厦门市,CN,118.14,24.69
48 Horsefair,Bristol,GB,-2.59,51.46
1-1-1 Shibaura,Minato-ku,JP,139.76,35.65
福田区,深圳市,CN,114.03,22.53
999 Canada Place,Vancouver,CA,-123.11,49.29
"798-3, Yeonheedong, Seogu, Incheon",Incheon,KR,126.65,37.53
51 Dawson Street,Dublin,IE,-6.26,53.34
"248, 5, Simgokdong",Incheon,KR,126.42,37.39
"43, Tall Teak Plaza",Muang,TH,98.97,18.8
1-6-1 Higashikawasakicho Chuo-ku,Kobe,JP,135.18,34.68
شارع 250,مدينة الكويت,KW,48.1,29.17
"12-13, Hwajeong-Dong, Seo-Gu",Gwangju,KR,126.88,35.16
金水区,郑州市,CN,113.68,34.77
Airport Road,Riyadh,SA,46.72,24.81
850 Saddletowne Cir NE,Calgary,CA,-113.95,51.12
Bahnhof/Bahnhofplatz Winterthur,Winterthur,CH,8.72,47.5
Vintry Building,Bristol,GB,-2.59,51.46
FSM Bulvari Sumer Sk. No:1,Bursa,TR,29.04,40.2
حى الحمراء -شارع الملك عبد الله,الرياض,SA,46.76,24.77
"395,Sanha-dong",Ulsan,KR,129.43,35.63
Turan Gunes Bulvari Altinoran No:54,Ankara,TR,32.86,39.87
369 Fulham Road,London,GB,-0.18,51.49
Av 5 de Febrero 9200 Col Fraccionamiento,Mexico City,MX,-100.43,20.65
Av. Las Americas S/N,Veracruz,MX,-96.11,19.14
朝阳区,北京市,CN,116.46,39.91
花都区,广州市,CN,113.31,23.39
广阳区,廊坊市,CN,116.71,39.52
Concession HOK 3a & b,Hong Kong,CN,114.16,22.28
7077 Bathurst Street,Vaughan,CA,-79.45,43.79
上城区,杭州市,CN,120.16,30.25
河东区,天津市,CN,117.22,39.14
Al Salam Street,Abu Dhabi,AE,54.38,24.48
Lower Ground Floor,New Delhi,IN,77.25,28.55
"Frei Montalva 75, Local S1010",Rancagua,CL,-70.73,-34.18
شارع المسجد الأقصى,مدينة الكويت,KW,48.05,29.27
Jalan Alor Mengkudu,Alor Setar,MY,100.38,6.1
锦江区,成都市,CN,104.08,30.66
"Berjaya Times Square, No.1, Jalan Imbi",Kuala Lumpur,MY,101.71,3.14
370 King St W,Toronto,CA,-79.39,43.65
"Stockholm Arlanda Airport, SkyCity",Stockholm - Arlanda,SE,17.93,59.65
婺城区,金华市,CN,119.66,29.1
"No. 235, Syuguang W. Rd.",Changhua City,TW,120.55,24.07
Leningradskoe Shossee 16a,Moscow,RU,37.5,55.82
Avenida Escazú Edificio 202,San Jose,CR,-84.14,9.94
111-35,서울,KR,126.97,37.54
3-11-1 Ariake,Koto-ku,JP,139.79,35.63
"1510 U-dong, Haeundae-gu",Busan,KR,129.13,35.17
"992-7, Namsan-dong, Geumjeong-gu",Busan,KR,129.08,35.26
Elcano 3179,Buenos Aires,AR,-58.46,-34.57
44 Market Street,Crewe,GB,-2.44,53.1
"56, Lower O'Connell Street, Dublin 1",Dublin,IE,-6.26,53.35
"Magdalena 140, Las Condes",Santiago,CL,-70.59,-33.41
13 St Georges Street,Canterbury,GB,01.08,51.28
1420-11 Sumi,Shisui-machi,JP,140.29,35.71
3-3-3 Nakanoshima Kita-ku,Osaka,JP,135.49,34.69
4-102-3 Yadaminami Higashi-ku Nagoya,Nagoya,JP,136.95,35.19
吴中区,苏州市,CN,120.61,31.19
"Mile End Roundabout, Shrewsbury Rd,",Oswestry Gateway,GB,-3.03,52.85
"Reclamation, Chapel Road",Mumbai,IN,72.83,19.05
Corniche Street,Abu Dhabi,AE,54.34,24.47
朝阳区,北京市,CN,116.49,40
2-18-21 Katasekaigan,Fujisawa,JP,139.48,35.31
1-3-1 Tokiwacho,Takamatsu,JP,134.05,34.34
40 King St. West,Toronto,CA,-79.38,43.65
"150, Col. Toriello",Mexico City,MX,-99.16,19.3
东湖开发区,武汉市,CN,114.4,30.51
"Mei Foo Sun Chuen (Phase 7), Mei Foo",Hong Kong,CN,114.14,22.34
锡山经济开发区,无锡市,CN,120.39,31.58
"Jalan Merdeka, Bandar Hilir",Melaka,MY,102.25,2.19
Reforma 250 esq. Niza Col Cuauhtemoc,Mexico DF,MX,-99.16,19.43
上海市长宁区,上海市,CN,121.43,31.23
شارع مكرم عبيد,,EG,31.34,30.09
"63-14, Sinsu-dong, Mapo-gu",Seoul,KR,126.94,37.55
C/O NEC Resorts World Complex,Birmingham,GB,-1.72,52.45
Avenida Segundo Fernandez 114,San Isidro,AR,-58.55,-34.49
洪山区,武汉市,CN,114.4,30.51
398 Nakajima,Kisarazu,JP,139.94,35.44
1124 Bank Street,Ottawa,CA,-75.68,45.39
"81, Rue de Provence",Paris,FR,2.33,48.87
35,광주,KR,126.92,35.15
J.M. de Rosas 658,Moron,AR,-58.65,-34.63
龙华新区,深圳市,CN,114.07,22.72
Thurmaston Retail Park,Leicester,GB,-1.09,52.68
Herrera cor Dela Rosa Street,Makati City,PH,121.02,14.56
Mikluho-Maclaya 32 A,Moscow,RU,37.53,55.64
"Shop G12-13, G/F. Sun Hung Kai Centre",Wan Chai,CN,114.18,22.28
6-4-1 Nakagawa,Sanyoonoda,JP,131.17,33.99
朝阳区,北京市,CN,116.45,39.93
Konutkent Mah. 3028. Sok. No.16 A-B,Ankara,TR,32.65,39.88
3-2-2 Bessho Minami-ku,Saitama,JP,139.65,35.85
"1524-6 Samsan-Dong Nam-Gu,Ulsan",Ulsan,KR,129.2,35.32
Av. 5 de mayo #19 Col. Centro,Mexico City,MX,-99.14,19.43
Aberdeen University,Aberdeen,GB,-2.11,57.17
浦东新区,上海市,CN,121.82,30.91
3 Piccadilly Place,Manchester,GB,-2.24,53.48
2-1-25 Kichijoji-minamicho,Musashino,JP,139.58,35.7
66-11 Binmanji,Taga-cho,JP,136.29,35.22
"Eugenia #1,062",Mexico City,MX,-99.17,19.39
Tesvikiye Mah. Tesvikiye Cad.,Istanbul - Avrupa,TR,28.99,41.05
西湖区,杭州市,CN,120.13,30.28
شارع سلطان الكليب,مدينة الكويت,KW,47.97,29.32
الدائري الخامس,مدينة الكويت,KW,47.93,29.3
Av. Lazaro Cardenas #2400,Monterrey,MX,-100.3,25.63
"McArthur Glen, The Dewen",Bridgend,GB,-3.58,51.53
JL. Laksda Adi Sucipto,Yogyakarta,ID,110.39,-7.78
3-4-1 Tsuruma,Machida,JP,139.47,35.51
1 Harbourfront Walk,Singapore,SG,103.82,1.26
江苏省苏州市,苏州市,CN,120.67,31.31
485 Church Street,Toronto,CA,-79.38,43.66
"No.1, Tongling Rd., Dashu Dist",Kaohsiung City,TW,120.45,22.77
1-16-1 Yatsu,Narashino,JP,140.02,35.69
"1211-11, Yongwondong, Jinhae-gu",Changwon,KR,128.48,35.64
Meralco Avenue near corner Ortigas Ave,Pasig City,PH,121.06,14.59
4630 Avenue Paseo del Triunfo de la Repu,Ciudad Juarez,MX,-106.44,31.74
上海市金山区,上海市,CN,121.33,30.76
"No.29, Puding, No.8 Neighborhood",Xihu Township,TW,120.76,24.57
吴中区石湖西路188号,苏州市,CN,120.61,31.25
25 Culver Street West,Colchester,GB,0.9,51.89
闵行区龙茗路1025号814单元,上海市,CN,121.39,31.14
天河路383号太古汇商场裙楼内地铁上层MU23号,广州市,CN,113.33,23.13
"Unit 3, Old Basing Mall",Basingstoke,GB,-1.08,51.27
越秀区,广州市,CN,113.26,23.13
鼓楼区复兴北路27号,徐州市,CN,117.2,34.27
Michalakopoulou Street,Athens,GR,23.75,37.98
Paseo del Carmen,Playa del Carmen,MX,-87.07,20.62
151 Walden Gate SE,Calgary,CA,-114.04,50.88
"Shop G49D, G/F, West Commercial Block, M",Hong Kong,CN,114.15,22.24
1740-42 Avenue Road,Toronto,CA,-79.42,43.73
Juan Palomar & Arias # 123 Local 1,Guadalajara,MX,-103.43,20.68
United St. corner EDSA,Mandaluyong City,PH,121.05,14.58
Gasheka street 6,Moscow,RU,37.59,55.77
Calzada de Tlalpan 4998 Col. La Joya,Mexico D F,MX,-99.16,19.28
150 Beach Road,Singapore,SG,103.86,1.3
Kungsgatan 2,Stockholm,SE,18.07,59.34
Blvd. Santa Elena y Calle Alegria,La Libertad,SV,-89.26,13.67
"Rua Henrique Savi, 1555, UN 2A-01",Bauru,BR,-49.05,-22.34
Zemlyanoy Val bldg 7,Moscow,RU,37.66,55.76
89-12 Bangi-dong Songpa-gu,Seoul,KR,127.76,37.31
Periferico sur # 4132,Mexico City,MX,-99.21,19.31
"No.100, Wuquan S. Rd.",Taichung city,TW,120.67,24.12
90 Rue Saint Dominique,Paris,FR,2.31,48.86
Monks Cross Shopping Centre,York,GB,-1.05,53.99
1 Raffles Link,Singapore,SG,103.86,1.29
3010-3 Otashimomachi,Takamatsu,JP,134.05,34.3
虹口区,上海市,CN,121.49,31.26
姑苏区阊胥路388号#101铺位,苏州市,CN,120.61,31.3
1882 Antonio L Rodriguez Boulevard,Monterrey,MX,-100.38,25.67
6638 Tecumseh Rd E,Windsor,CA,-82.95,42.31
Moda Cad. Aylin Apt. No: 188/C,Istanbul - Asya,TR,29.02,40.98
"Elias El Harawi Highway, Beirut District",Hazmieh,LB,35.52,33.88
"277 Broadway, Newmarket",Auckland,NZ,174.78,-36.87
1-7-1 Daiba,Minato-ku,JP,139.77,35.63
"ul. Pleszewska 1, Poznan, 61-136",Poznan,PL,16.95,52.4
Jl. Pintu Utama TMII,East Jakarta,ID,106.53,-6.18
洛龙区,洛阳,CN,112.45,34.61
1280 Main St W,Hamilton,CA,-79.92,43.26
7040 Barnet St,Powell River,CA,-124.52,49.84
3381-1 Kamiyoshida,Fujiyoshida,JP,138.81,35.48
McCallum Road,Abbotsford,CA,-122.29,49.04
15256 127 Street NW,Edmonton,CA,-113.54,53.62
Nishi3-chome Chuo-ku,Sapporo,JP,141.35,43.06
BAYERSTRASSE 10A,MUENCHEN,DE,11.56,48.14
Carretera Aeropuerto s/n Col. Nueva,TIJUANA,MX,-116.98,32.54
Waaghausgasse 18,Bern,CH,7.44,46.95
طريق الملك,الخبر,SA,50.18,26.29
吉大情侣中路33号,珠海市,CN,113.59,22.25
580 Fanshawe Park Road East,London,CA,-81.26,43.03
1348-3 Iwabuchi,Fuji,JP,138.62,35.16
Doncaster Railway Station,Doncaster,GB,-1.14,53.52
雁塔区,西安市,CN,108.95,34.22
"Av Ruiz Cortinez 3, 289",Veracruz,MX,-96.11,19.15
湖里区,厦门市,CN,118.18,24.5
393 Portage Avenue,Winnipeg,CA,-97.15,49.89
民族大道136号三层319号商铺,南宁市,CN,108.39,22.81
Al Takhassusi Street,Riyadh,SA,46.66,24.71
EDSA corner Shaw Blvd.,Mandaluyong City,PH,121.05,14.58
99,Pakkred,TH,100.55,13.91
Jalan Seri Austin 1,Johor Bahru,MY,103.75,1.58
香港中路10号颐和国际一层102,青岛市,CN,120.38,36.07
37 Rochester Drive,Singapore,SG,103.79,1.31
南山区,深圳市,CN,113.95,22.54
青浦区,上海市,CN,121.06,31.11
18-44 Tokushige Narumicho Midori-ku,Nagoya,JP,137,35.09
宜兴,宜兴市,CN,119.81,31.31
"No. 102, Jalan Burma",Penang,MY,100.33,5.42
Arjantin Cad. No: 17 D: 2,Ankara,TR,32.87,39.9
"Rama 1 Road, Patumwan",Bangkok,TH,100.53,13.75
朝阳区,北京市,CN,116.48,39.99
"Plot #404, Block 1, Sabah Al-Salem",Mubarak Al Kabeer,KW,48.08,29.26
3-9-24 Hakusan,Yamagata,JP,140.32,38.23
"Cineworld Cinemas, Boldon Colliery",Boldon,GB,-1.47,54.95
"Carretera Cancún-Chetumal Km 22, 75220 C",Cancun,MX,-86.87,21.04
东湖区,南昌市,CN,115.9,28.69
320 Colburne Street West,Brantford,CA,-80.29,43.13
1105 Wellington Road South,London,CA,-81.22,42.93
KAISERSTRASSE 75-77,FRANKFURT AM MAIN,DE,8.67,50.11
769-769/3 Bangna-Trad Bangna,Bangkok,TH,100.64,13.67
"Unit 1A, Albion Place",Skipton,GB,-2.02,53.96
Insurgentes Sur #729,Mexico City,MX,-99.17,19.39
"Ground floor, Centriole",Pune,IN,73.81,18.56
"23 & 23-1, Yoido-Dong, Yongdongpo-Gu",Seoul,KR,126.93,37.53
"1F., No.317, Xuecheng Rd.",New Taipei City,TW,121.38,24.94
"329-1, Sangsu-dong, Mapo-gu, Seoul, Kore",Seoul,KR,126.92,37.55
Jalan Malioboro No. 41 Sosromenduran,Yogyakarta,ID,110.37,-7.79
1210-1214 Ashford Avenue,Condado,PR,-66.07,18.46
姑苏区,苏州市,CN,120.62,31.34
大连市,大连市,CN,121.53,38.86
Queen Alia International Aiport,Amman,JO,35.6,31.43
SM North EDSA North Avenue,Quezon City,PH,121.03,14.66
18-9 Miyacho,Kawaguchi,JP,139.7,35.81
Paseo de los Laureles #458 Col,Mexico City,MX,-99.25,19.39
江苏省镇江市,镇江市,CN,119.47,32.22
Boulevard De L'Ocean Atlantique,Casablanca,MA,-7.71,33.57
Terminal 5 - Airside - Gate Area 1-10,Stolkholm - Arlanda,SE,17.93,59.65
"منطقة , استاد خليفة , مجمع فيلاجو",الدوحة,QA,51.44,25.26
Av. Cuauhtemoc esq. Obrero Mundial,Mexico City,MX,-99.15,19.4
5-10 Takaramachi,Kure,JP,132.56,34.24
"35-1, Seongbukdong 1-Ga, Seongbuk-Gu",Seoul,KR,127,37.59
"No.789, Zhonghua 5th Rd.",Kaohsiung City,TW,120.31,22.6
Ratchadapisek Rd.,Bangkok,TH,100.56,13.73
Canakkale Asfalti Uzeri Cad. Novada,Balikesir,TR,26.98,39.6
"75, Seosomun-dong, Jung-gu",Seoul,KR,126.97,37.56
Calle Los Eucaliptos 570,Lima,PE,-77.03,-12.06
"Preobrazhensky, 8",Moscow,RU,37.71,55.79
东城区,北京市,CN,116.43,39.9
154 West Coast Road #01-01,Singapore,SG,103.77,1.3
1-31-1 Nakagawachuo Tsuzuki-ku,Yokohama,JP,139.58,35.55
"No. 70, Minsheng West Road",Taipei City,TW,121.53,24.98
200 Bay Street,Toronto,CA,-79.38,43.65
海淀区,北京市,CN,116.32,39.95
Calle Las Orquideas 535 Urb. Jardin,Lima,PE,-77.03,-12.09
"Motorway Services Area M6, Southbound",Coventry,GB,-1.55,52.47
شارع احمد الجابر,مدينة الكويت,KW,47.99,29.38
Av. Rio de Mayo,Cuernavaca,MX,-99.22,18.93
90 Kingston Rd.,Ajax,CA,-79.02,43.86
2709-6 Mitsui Tanyocho,Ichinomiya,JP,136.85,35.28
1625 Kenaston Blvd.,Winnipeg,CA,-97.2,49.83
海珠区,广州市,CN,113.27,23.1
Bahcesehir Universitesi C Kampus Ciragan,Istanbul - Avrupa,TR,29.01,41.04
6873 170th St. NW,Edmonton,CA,-113.61,53.5
1430 Ellice Street,Winnipeg,CA,-97.2,49.89
"715-2. I-dong Sangnok-gu, Ansan-si",Ansan,KR,126.56,37.21
1960-104-1 Shiraho,Ishigaki,JP,124.24,24.39
2-1-1 Chiyodabashi Chikusa-ku,Nagoya,JP,136.97,35.19
10851 Yonge St,Richmond Hill,CA,-79.44,43.89
Hopwood Park M42,Birmingham,GB,-1.95,52.36
2058 Koenacho,Sano,JP,139.61,36.29
"M6 Motorway Northbound, Junction 15/16",Staffordshire,GB,-2.29,52.99
100-1399 Sumas Way,Abbotsford,CA,-122.27,49.03
朝阳区,北京市,CN,116.45,39.92
江干区,杭州市,CN,120.23,30.35
52 Quarry Edge Drive,Brampton,CA,-79.78,43.71
